claim_id,stage,product_scope,evidence_label,research_status,claim_text,claim_status,source_ids,source_locators,derivation_method,analysis_script_ref,exact_command,review_status,notes
"CLM-S7P2-001","7","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 7 created PHASE2_METHODS.md and added GAP-036 for Phase 2 methods evidence; no experimental workflow was executed in Stage 7.","ACTIVE","SRC-S7P2-001;SRC-S7P2-005","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L132-L155; local-sha256:1f6c1881a8a9b991b17fadf5070015272d106a880630299049146df83ee6bb64:paper_notes/EVIDENCE_GAPS.md:L585-L619","Stage 7 local evidence extraction and ledger update","NONE","Get-FileHash -Algorithm SHA256 paper_notes\\PHASE2_METHODS.md,paper_notes\\EVIDENCE_GAPS.md","VERIFIED_STAGE7P2","Documentation and ledger update only"
"CLM-S7P2-002","7","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","ENGINEERING_VALIDATION","The Phase 2 manuscript-method authority for Stage 7 is the v5 selected run head 985c7a18558b6d5cb96c018a395b0aae6389f410 with committed result root origin/results@22a448be5d9829751badd341904e36ed582f091f; Phase 2 base, 2.1, 2.2, primary-attribution, and CI-hardening records are audit history except where final v5 code retains their method changes.","ACTIVE","SRC-S7P2-001;SRC-S7P2-002;SRC-S7P2-003","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L38-L44; local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L96-L100; local-sha256:4d200a0a2ba6e505c7df67e1069dc127710d6b946a697d4c7e1b8e3b8345e505:paper_notes/ACTIONS_SELECTED_RUNS_20260616T133627Z.csv:row 2; origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv:L1-L19","Authority reconciliation across chronology selected Actions row and committed result CSVs","NONE","git show; git diff; Import-Csv paper_notes\\ACTIONS_SELECTED_RUNS_20260616T133627Z.csv","REVIEWED_STAGE7P2","Selection is engineering validation; formal preregistration remains NOT FOUND"
"CLM-S7P2-003","7","MANUSCRIPT_EVIDENCE","DIRECT","ENGINEERING_VALIDATION","Final v5 Phase 2 method verifies clean pretraining and warm restart setup: clean parent training occurs in the workflow, adapt jobs download matching clean Q-table artifacts, and the adaptive agent warm-loads qtable_final_stereotypes_<bool><clean_suffix>.csv before adaptation.","ACTIVE","SRC-S7P2-001;SRC-S7P2-002","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L54-L54; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:.github/workflows/phase2.yml:L139-L190; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:.github/workflows/phase2.yml:L211-L286; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src/agt/illuminance_controller_agent_adapt.asl:L195-L199","Direct source-line verification","NONE","git show 985c7a18558b6d5cb96c018a395b0aae6389f410:.github/workflows/phase2.yml; git show 985c7a18558b6d5cb96c018a395b0aae6389f410:src/agt/illuminance_controller_agent_adapt.asl","VERIFIED_STAGE7P2","Per-artifact byte identity of downloaded clean Q-tables was not independently verified"
"CLM-S7P2-004","7","MANUSCRIPT_EVIDENCE","DIRECT","ENGINEERING_VALIDATION","Final v5 Phase 2 implementation verifies expected-vs-actual detection, IV-gated and co-feeder false-positive guards, component attribution, blacklisting, warm restart, action-space pruning, policy-stability recovery, and goal-rate certification.","ACTIVE","SRC-S7P2-001;SRC-S7P2-002","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L64-L73; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src/env/tools/QLearner.java:L230-L293; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src/env/tools/QLearner.java:L950-L1248; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src/env/tools/QLearner.java:L1510-L1539; phase2-fault-detection@985c7a18558b6d5cb96c018a395b0aae6389f410:src/agt/illuminance_controller_agent_adapt.asl:L437-L480","Direct source-line verification","NONE","git show 985c7a18558b6d5cb96c018a395b0aae6389f410:src/env/tools/QLearner.java; git show 985c7a18558b6d5cb96c018a395b0aae6389f410:src/agt/illuminance_controller_agent_adapt.asl","VERIFIED_STAGE7P2","Method verification only; not a full result-stage statistical interpretation"
"CLM-S7P2-005","7","MANUSCRIPT_EVIDENCE","DIRECT","ENGINEERING_VALIDATION","Final v5 Phase 2 CI rows 2 through 19 report n_runs=10, detection_rate=1.0, and n_detected=10 for every profile/mode row; rows 16 through 19 report lab3_f2dead and lab3_f2inv defect_component values as SetZ1Light;SetZ2Light and not SetSpotlight.","ACTIVE","SRC-S7P2-001;SRC-S7P2-003","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L74-L74; local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L99-L100; origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv:rows 2-19 named columns profile,mode,n_runs,detection_rate,n_detected; origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv:rows 16-19 named columns profile,mode,defect_component","Direct row-level CSV extraction from committed result branch","NONE","git show 22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv","VERIFIED_STAGE7P2","Do not generalize beyond the cited final v5 CI rows without a result-stage extraction"
"CLM-S7P2-006","7","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","Stage 7 leaves Phase 2 artifact ZIP byte identity, exact workflow_dispatch inputs, complete v5 job inventory or aggregate-job row, independent resampling of bootstrap/Wilcoxon/Cliff/BH statistics, and formal preregistration status unresolved.","ACTIVE","SRC-S7P2-001;SRC-S7P2-003;SRC-S7P2-005","local-sha256:8602e69ecd785f3a5818c18ff55fe38e79c2984e416a0d4136e1d68c7a43ac1b:paper_notes/PHASE2_METHODS.md:L121-L145; local-sha256:1f6c1881a8a9b991b17fadf5070015272d106a880630299049146df83ee6bb64:paper_notes/EVIDENCE_GAPS.md:L585-L619; local-sha256:0e849b3f1501c74b1f4f7edc632e34d541ffdbb9875290ff64a356b31040d05c:paper_notes/ACTIONS_ARTIFACTS_20260616T133627Z.csv:row 101; local-sha256:303d147e2a5dd72c1bb3075fd0b0e7a9655df369a8e94dde6f41dcc232130f20:paper_notes/ACTIONS_JOBS_20260616T133627Z.csv:row 2","Direct Stage 7 unresolved-boundary recording","NONE","NONE","OPEN_STAGE7P2","Resolve before claiming byte-identical Actions artifact provenance complete job proof independent statistics or confirmatory registration"
"CLM-S8P2-001","8","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 8 produced PHASE2_RESULTS.md, PHASE2_TABLES.csv, PHASE2_ACTIONS_STAGE8.csv, PHASE2_ACTIONS_STAGE8_JOBS.csv, and phase2_extract_results.mjs; PHASE2_TABLES.csv contains 521 data rows with 306 deterministic-from-raw rows, 99 deterministic/exact-test rows, and 116 bootstrap fields not independently resampled.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-003;SRC-S8P2-004;SRC-S8P2-005","local-sha256:9558a5edb27b1a45c7968bf04ee23abf764085598045d98f5a9ab651d743cbd7:paper_notes/PHASE2_RESULTS.md:L1-L133; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:L1-L522; local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488; local-sha256:0c78a5971e1019354be336ed5dc84fac7c0db662ed78dee1718be678dc0aa058:paper_notes/PHASE2_ACTIONS_STAGE8.csv:L1-L10; local-sha256:8b80dd33ef399d80b14a16b49f63d9095a3e28a03abfc51974b275e33f389f96:paper_notes/PHASE2_ACTIONS_STAGE8_JOBS.csv:L1-L243","Stage 8 generated notes/actions summaries and ran Node verifier against git-archive extraction of committed origin/results v5 tree","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","No experimental workflow was executed locally in Stage 8"
"CLM-S8P2-002","8","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","ENGINEERING_VALIDATION","Phase 2 v5 result commit 22a448be5d9829751badd341904e36ed582f091f supersedes v1 through v4 for final Phase 2 result interpretation because v1-v4 retain SetSpotlight attribution rows in lab3 inverted/multi-fault outputs while v5 removes SetSpotlight from the final CI table.","ACTIVE","SRC-S8P2-001;SRC-S7P2-003","local-sha256:9558a5edb27b1a45c7968bf04ee23abf764085598045d98f5a9ab651d743cbd7:paper_notes/PHASE2_RESULTS.md:L28-L39; origin/results@cd30e5d2ed15afabab97589ba2eea53fbf6e6cb0:phase2/27470382799-20260613-180052/analysis_out/phase2_recovery_ci.csv:rows 15,19; origin/results@105be2b1bb8dc7472ded394c165bd4c76a76935a:phase2/27499405083-20260614-170453/analysis_out/phase2_recovery_ci.csv:row 19; origin/results@bf8adefacc0f9f738e359079c7619f04427fe565:phase2/27507087176-20260614-221944/analysis_out/phase2_recovery_ci.csv:row 19; origin/results@e9b9e3529cd71fce3ad9dfe5fa29c64793898b2e:phase2/27529585379-20260615-112824/analysis_out/phase2_recovery_ci.csv:row 19; origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv:rows 16-19","Supersession reconciliation across committed origin/results Phase 2 CI rows","NONE","git show COMMIT:phase2/.../analysis_out/phase2_recovery_ci.csv","REVIEWED_STAGE8P2","Use v1-v4 only in AUDIT HISTORY unless discussing corrections"
"CLM-S8P2-003","8","MANUSCRIPT_EVIDENCE","DERIVED","ENGINEERING_VALIDATION","Final Phase 2 v5 detection recall is complete for the tested injected-fault matrix: all 18 profile/mode cells have n_runs=10, detection_rate=1.0, and n_detected=10.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-006","origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_ci.csv:rows 2-19; named columns profile,mode,n_runs,detection_rate,n_detected; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:rows 5,21,37,53,69,85,101,117,133,149,165,181,197,213,229,245,261,277; named columns profile,mode,metric=detection_rate,value=1.0,verification_status=VERIFIED_DETERMINISTIC_FROM_RAW","Stage 8 deterministic recomputation from committed raw recovery rows","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","This is tested-matrix recall, not a general detection-accuracy claim outside the injected profiles"
"CLM-S8P2-004","8","MANUSCRIPT_EVIDENCE","DERIVED","ENGINEERING_VALIDATION","Final Phase 2 v5 component attribution has zero unexpected detected-component rows across the 18 final profile/mode cells, and each aggregate detected component set matches the expected injected fault component set.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-006","local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:rows 433-519; named columns record_type=final_raw_cell_verification,profile,mode,metric,value,verification_status","Stage 8 deterministic component-set check from committed raw recovery rows","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","Expected component set is derived from final fault-profile names; do not generalize beyond tested profiles"
"CLM-S8P2-005","8","MANUSCRIPT_EVIDENCE","DERIVED","ENGINEERING_VALIDATION","For final Phase 2 v5 lab3_f1dead RecoveryEpisodes, ql_true is faster than ql_false with n_paired=10, ql_true_mean=150.5, ql_false_mean=363.4, mean_diff_true_minus_false=-212.9, p_wilcoxon=0.00390625, cliffs_delta=-0.86, q_bootstrap_bh=0.0, and ql_true_faster=True.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-006","origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_paired.csv:row 2; named columns profile,metric,n_paired,ql_true_mean,ql_false_mean,mean_diff_true_minus_false,p_wilcoxon,cliffs_delta,q_bootstrap_bh,ql_true_faster; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:rows 290-302; named columns profile,metric,value,verification_status","Stage 8 deterministic and exact-test verification from committed raw recovery rows plus aggregate p-values for BH q","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","Bootstrap CI and p_bootstrap for this row are direct analysis outputs not independently resampled"
"CLM-S8P2-006","8","MANUSCRIPT_EVIDENCE","DERIVED","ENGINEERING_VALIDATION","For final Phase 2 v5 lab3_f1inv RecoveryEpisodes, ql_true is not faster than ql_false: n_paired=9, ql_true_mean=364.55555555555554, ql_false_mean=332.77777777777777, mean_diff_true_minus_false=31.77777777777778, p_wilcoxon=0.49609375, cliffs_delta=0.2345679012345679, q_bootstrap_bh=0.6496, and ql_true_faster=False.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-006","origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_paired.csv:row 3; named columns profile,metric,n_paired,ql_true_mean,ql_false_mean,mean_diff_true_minus_false,p_wilcoxon,cliffs_delta,q_bootstrap_bh,ql_true_faster; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:rows 303-315; named columns profile,metric,value,verification_status","Stage 8 deterministic and exact-test verification from committed raw recovery rows plus aggregate p-values for BH q","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","Bootstrap CI and p_bootstrap for this row are direct analysis outputs not independently resampled"
"CLM-S8P2-007","8","MANUSCRIPT_EVIDENCE","DERIVED","ENGINEERING_VALIDATION","For final Phase 2 v5 lab3_f1inv DetectEpisode, ql_true is slower than ql_false with mean_diff_true_minus_false=126.2, p_wilcoxon=0.001953125, and q_bootstrap_bh=0.0.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-006","origin/results@22a448be5d9829751badd341904e36ed582f091f:phase2/27547019772-20260615-183138/analysis_out/phase2_recovery_paired.csv:row 10; named columns profile,metric,mean_diff_true_minus_false,p_wilcoxon,q_bootstrap_bh; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:rows 397,402,405; named columns profile,metric,value,verification_status","Stage 8 deterministic and exact-test verification from committed raw recovery rows plus aggregate p-values for BH q","local-sha256:ad7844e6d06e02b34a92af278774bd853a3ba48ea8ef5763ec35556bfc27ed42:paper_notes/phase2_extract_results.mjs:L1-L488","node paper_notes\\phase2_extract_results.mjs --root paper_notes\\stage8_phase2_origin_results_22a448be5d9829751badd341904e36ed582f091f --out paper_notes\\PHASE2_TABLES.csv","VERIFIED_STAGE8P2","Detection-latency findings are descriptive engineering-validation evidence and not the headline recovery-speed claim"
"CLM-S8P2-008","8","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 8 captured complete v5 job proof for run 27547019772: 242 jobs total, including 180 adapt jobs, 60 clean jobs, 1 aggregate job, and 1 compile job; aggregate job 81495756019 completed successfully.","ACTIVE","SRC-S8P2-004;SRC-S8P2-005","local-sha256:0c78a5971e1019354be336ed5dc84fac7c0db662ed78dee1718be678dc0aa058:paper_notes/PHASE2_ACTIONS_STAGE8.csv:rows 3-8; local-sha256:8b80dd33ef399d80b14a16b49f63d9095a3e28a03abfc51974b275e33f389f96:paper_notes/PHASE2_ACTIONS_STAGE8_JOBS.csv:row 182; named columns jobId,jobName,jobClass,status,conclusion,startedAt,completedAt,url","Fresh gh run view and artifact API capture normalized into Stage 8 CSVs","NONE","gh run view 27547019772 --repo esra-dev/MT-PhysicsBAS --json databaseId,workflowName,event,status,conclusion,headBranch,headSha,attempt,createdAt,updatedAt,url,jobs","VERIFIED_STAGE8P2","Exact workflow_dispatch inputs are still NOT FOUND"
"CLM-S8P2-009","8","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","Stage 8 leaves Phase 2 artifact ZIP byte identity NOT VERIFIED, exact workflow_dispatch inputs NOT FOUND, NumPy bootstrap CI/p-value resampling not independently reproduced, and formal Phase 2 preregistration NOT FOUND.","ACTIVE","SRC-S8P2-001;SRC-S8P2-002;SRC-S8P2-004;SRC-S8P2-008","local-sha256:9558a5edb27b1a45c7968bf04ee23abf764085598045d98f5a9ab651d743cbd7:paper_notes/PHASE2_RESULTS.md:L102-L119; local-sha256:bc961fae6f9f4420a15c6442a2b92851bdd0e44357832868bc39d289d84350df:paper_notes/PHASE2_TABLES.csv:L1-L522; local-sha256:0c78a5971e1019354be336ed5dc84fac7c0db662ed78dee1718be678dc0aa058:paper_notes/PHASE2_ACTIONS_STAGE8.csv:row 10; local-sha256:50913325bdde5ea352f7ac1dd903d30850a41db8dde68bb70b15399804e734e9:paper_notes/EVIDENCE_GAPS.md:L631-L661","Direct Stage 8 unresolved-boundary recording","NONE","NONE","OPEN_STAGE8P2","Resolve before claiming byte-identical Actions artifact provenance exact dispatch-input provenance independent bootstrap reproduction or formal confirmatory registration"
"CLM-S2R2-001","2R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DIRECT","NOT_APPLICABLE","The external local advisor-note file records the advisor critique of deliberate-error adaptation, the Phase 1 clean-lab acceleration anchor, the Phase 2 fault-recognition and re-learning framing, and the Phase 3 process-dynamics opportunity.","ACTIVE","SRC-S2R2-001","local-sha256:dfaa0d69824f99afc55422f384899a9a9ab128a1a50aff9cd0266bbc0635b8e1:C:/Users/esrad/Downloads/advisor_notes_and_other_info.txt:L3-L24","Direct external local advisor-note extraction","NONE","NONE","VERIFIED_STAGE2R2","Requirement and pivot evidence only; not empirical result evidence"
"CLM-S2R2-002","2R2","AUDIT_HISTORY","SUPERSEDED","NOT_APPLICABLE","The earlier Stage 2 chronology/gap state that used THESIS_PIVOT_MASTER.md as the advisor-pivot requirement surrogate is superseded for advisor-note content by the hashed external local advisor-note file; the original advisor-authored meeting artifact and exact pivot timestamp remain unresolved.","ACTIVE","SRC-S2R-005;SRC-S2R2-001;SRC-S2R2-002;SRC-S2R2-003;SRC-S2R2-004","local-sha256:149749f9916c34566c12fbc2357566f9ad02d0ea4cf372f1715f93ab6c4d363c:paper_notes/CHRONOLOGY.md:L95-L95; local-sha256:dfaa0d69824f99afc55422f384899a9a9ab128a1a50aff9cd0266bbc0635b8e1:C:/Users/esrad/Downloads/advisor_notes_and_other_info.txt:L1-L26; local-sha256:712bf2051ad4ae7ee9fcb0bf69dd787ad173b6c6819e1ce8a97915edc97046cb:paper_notes/CHRONOLOGY.md:L95-L95; local-sha256:c2501030b1eff061cdd6770b5444578d301fac98af911bee215eb2b94456605d:paper_notes/EVIDENCE_GAPS.md:L5-L27; local-sha256:b496da698f3b8d4d68aabba31be173848ccc2ba47fe47c55b53136c4c6726b58:paper_notes/REPOSITORY_MAP.md:L145-L148","Compare Stage 2R chronology/gap source state with Stage 2R2 advisor-source reconciliation","NONE","NONE","SUPERSEDED_FOR_ADVISOR_CONTENT_ONLY","Original advisor-authored provenance and exact timestamp remain open under GAP-001"
"CLM-S2R2-003","2R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 2R2 updated evidence notes and ledgers only; it did not perform a branch switch, reset, clean, deletion, artifact overwrite, workflow dispatch, experimental run, result-value analysis, effect-size analysis, or statistical-test analysis.","ACTIVE","SRC-S2R2-005","local-sha256:71604b94d08f3a8b6bd3711b16cd2e4892832b24deb8e9897008eb01486c139a:paper_notes/STAGE2_R2_HANDOFF_20260617T152153Z.md:L17-L29; local-sha256:71604b94d08f3a8b6bd3711b16cd2e4892832b24deb8e9897008eb01486c139a:paper_notes/STAGE2_R2_HANDOFF_20260617T152153Z.md:L31-L37","Direct handoff boundary","NONE","NONE","VERIFIED_STAGE2R2","Evidence-extraction boundary only"
"CLM-S3R2-001","3R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 3R2 produced an updated research model that separates advisor requirements, implementation intent, actual implementation, observed-result routing, exploratory status, local-confirmatory status, and unresolved gaps for Phase 1, Phase 2, and implemented Phase 3.","ACTIVE","SRC-S2R2-001;SRC-S3R2-001","local-sha256:dfaa0d69824f99afc55422f384899a9a9ab128a1a50aff9cd0266bbc0635b8e1:C:/Users/esrad/Downloads/advisor_notes_and_other_info.txt:L1-L26; local-sha256:73ade353d433f46a5e8beaec51eb6e542abca16b5ece8f7aa7f9e0dd85d33263:paper_notes/RESEARCH_MODEL.md:L134-L185","Reconciled Stage 2R2 advisor source with Stage 6 Phase 1 Stage 8 Phase 2 and Phase 3 n10 routing","NONE","NONE","REVIEWED_STAGE3R2","Derived structure only; not primary empirical evidence"
"CLM-S3R2-002","3R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 3R2 produced an updated claim dependency map with advisor-source tokens, result-availability supersession nodes, implemented-Phase-3 boundary nodes, adjacency, and unsafe-claim blocks.","ACTIVE","SRC-S3R2-002;SRC-S3R2-004","local-sha256:cbc6fa703b65be98da371c8783f6fc92c7c6218464d85b584ee03bf5916e3c03:paper_notes/CLAIM_DEPENDENCY_MAP.md:L131-L182; local-sha256:440aa36d3121a1fda187368957c4125f2e2ed6d8802c6d8509cbc5982f586fa4:paper_notes/STAGE3_R2_HANDOFF_20260617T153249Z.md:L7-L11","Reconciled dependency graph against current ledgers and handoff boundary","NONE","NONE","REVIEWED_STAGE3R2","Dependency graph does not replace primary sources"
"CLM-S3R2-003","3R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DIRECT","NOT_APPLICABLE","The external advisor-note file is the direct local source for Phase 1, Phase 2, and Phase 3 requirement wording in Stage 3R2; THESIS_PIVOT_MASTER.md remains a local surrogate/history source for advisor content, and the original advisor-authored artifact plus exact pivot timestamp remain unresolved.","ACTIVE","SRC-S2R2-001;SRC-S2R2-003;SRC-S3R2-001;SRC-S3R2-002","local-sha256:dfaa0d69824f99afc55422f384899a9a9ab128a1a50aff9cd0266bbc0635b8e1:C:/Users/esrad/Downloads/advisor_notes_and_other_info.txt:L1-L26; local-sha256:c2501030b1eff061cdd6770b5444578d301fac98af911bee215eb2b94456605d:paper_notes/EVIDENCE_GAPS.md:L5-L27; local-sha256:73ade353d433f46a5e8beaec51eb6e542abca16b5ece8f7aa7f9e0dd85d33263:paper_notes/RESEARCH_MODEL.md:L140-L144; local-sha256:cbc6fa703b65be98da371c8783f6fc92c7c6218464d85b584ee03bf5916e3c03:paper_notes/CLAIM_DEPENDENCY_MAP.md:L137-L141","Direct advisor-source reconciliation against existing GAP-001 state","NONE","NONE","VERIFIED_STAGE3R2","Requirement source only; not empirical result evidence"
"CLM-S3R2-004","3R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","SUPERSEDED","POST_HOC_EXPLORATORY","The older Stage 3R route that treated final Phase 1 numeric extraction as pending is superseded for current routing by Stage 6 Phase 1 result products; Stage 6 limitations still govern manuscript use.","ACTIVE","SRC-S6P1-001;SRC-S6P1-002;SRC-S6P1-003;SRC-S3R2-001;SRC-S3R2-002;SRC-S3R2-003","local-sha256:d0a73998b4bf4a46d78ae7525746908c77474865c33adf704d3c1ee329f03282:paper_notes/PHASE1_RESULTS.md:L1-L133; local-sha256:368dc5acf4b6f9ed10d53df5a710178874ffa697cb38aef7a1d460c2a6909b2a:paper_notes/PHASE1_TABLES.csv:L1-L481; local-sha256:f9e158c2c5587bdbf433761f43a6bb1e48e5d6ca2b47970d95f1d6e1c1568624:paper_notes/phase1_extract_tables.mjs:L1-L520; local-sha256:73ade353d433f46a5e8beaec51eb6e542abca16b5ece8f7aa7f9e0dd85d33263:paper_notes/RESEARCH_MODEL.md:L147-L155; local-sha256:cbc6fa703b65be98da371c8783f6fc92c7c6218464d85b584ee03bf5916e3c03:paper_notes/CLAIM_DEPENDENCY_MAP.md:L154-L166; local-sha256:27d9cf1bd352d08ca67b6678e47e2ac73ba70baf819848ef9c4a1c6a52905f64:paper_notes/EVIDENCE_GAPS.md:L675-L687","Compare prior Stage 3R pending route with Stage 6 product ledger and Stage 3R2 model/map","local-sha256:f9e158c2c5587bdbf433761f43a6bb1e48e5d6ca2b47970d95f1d6e1c1568624:paper_notes/phase1_extract_tables.mjs:L1-L520","node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv","REVIEWED_STAGE3R2","Stage 3R2 does not re-extract or restate Phase 1 values"
